CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,POP_2022
3,Sudeste,33,Rio de Janeiro,3305604,Silva Jardim,330560420,Aldeia Velha,749
3,Sudeste,33,Rio de Janeiro,3305703,Sumidouro,330570305,Sumidouro,7473
3,Sudeste,33,Rio de Janeiro,3305703,Sumidouro,330570310,Campinas,3260
3,Sudeste,33,Rio de Janeiro,3305703,Sumidouro,330570315,Dona Mariana,1347
3,Sudeste,33,Rio de Janeiro,3305703,Sumidouro,330570325,Soledade,3126
3,Sudeste,33,Rio de Janeiro,3305752,Tanguá,330575205,Tanguá,31086
3,Sudeste,33,Rio de Janeiro,3305802,Teresópolis,330580205,Teresópolis,134955
3,Sudeste,33,Rio de Janeiro,3305802,Teresópolis,330580210,Vale de Bonsucesso,17663
3,Sudeste,33,Rio de Janeiro,3305802,Teresópolis,330580215,Vale do Paquequer,12505
3,Sudeste,33,Rio de Janeiro,3305901,Trajano de Moraes,330590105,Trajano de Moraes,3877
3,Sudeste,33,Rio de Janeiro,3305901,Trajano de Moraes,330590110,Doutor Elias,1229
3,Sudeste,33,Rio de Janeiro,3305901,Trajano de Moraes,330590115,Sodrelândia,675
3,Sudeste,33,Rio de Janeiro,3305901,Trajano de Moraes,330590120,Vila da Grama,2430
3,Sudeste,33,Rio de Janeiro,3305901,Trajano de Moraes,330590125,Visconde de Imbé,2091
3,Sudeste,33,Rio de Janeiro,3306008,Três Rios,330600805,Três Rios,74362
3,Sudeste,33,Rio de Janeiro,3306008,Três Rios,330600820,Bemposta,3984
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610705,Valença,54065
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610710,Barão de Juparanã,4279
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610715,Conservatória,4093
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610720,Parapeúna,1915
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610725,Pentagna,1464
3,Sudeste,33,Rio de Janeiro,3306107,Valença,330610730,Santa Isabel do Rio Preto,2272
3,Sudeste,33,Rio de Janeiro,3306156,Varre-Sai,330615605,Varre-Sai,10207
3,Sudeste,33,Rio de Janeiro,3306206,Vassouras,330620605,Vassouras,28856
3,Sudeste,33,Rio de Janeiro,3306206,Vassouras,330620610,Andrade Pinto,1983
3,Sudeste,33,Rio de Janeiro,3306206,Vassouras,330620630,São Sebastião dos Ferreiros,1128
3,Sudeste,33,Rio de Janeiro,3306206,Vassouras,330620635,Sebastião de Lacerda,2009
3,Sudeste,33,Rio de Janeiro,3306305,Volta Redonda,330630505,Volta Redonda,261563
3,Sudeste,35,São Paulo,3500105,Adamantina,350010505,Adamantina,34687
3,Sudeste,35,São Paulo,3500204,Adolfo,350020405,Adolfo,4351
3,Sudeste,35,São Paulo,3500303,Aguaí,350030305,Aguaí,32072
3,Sudeste,35,São Paulo,3500402,Águas da Prata,350040205,Águas da Prata,5739
3,Sudeste,35,São Paulo,3500402,Águas da Prata,350040210,São Roque da Fartura,1630
3,Sudeste,35,São Paulo,3500501,Águas de Lindóia,350050105,Águas de Lindóia,17930
3,Sudeste,35,São Paulo,3500550,Águas de Santa Bárbara,350055005,Águas de Santa Bárbara,7177
3,Sudeste,35,São Paulo,3500600,Águas de São Pedro,350060005,Águas de São Pedro,2780
3,Sudeste,35,São Paulo,3500709,Agudos,350070905,Agudos,36429
3,Sudeste,35,São Paulo,3500709,Agudos,350070910,Domélia,1251
3,Sudeste,35,São Paulo,3500758,Alambari,350075805,Alambari,6141
3,Sudeste,35,São Paulo,3500808,Alfredo Marcondes,350080805,Alfredo Marcondes,4445
3,Sudeste,35,São Paulo,3500907,Altair,350090705,Altair,3039
3,Sudeste,35,São Paulo,3500907,Altair,350090715,Suinana,412
3,Sudeste,35,São Paulo,3501004,Altinópolis,350100405,Altinópolis,16818
3,Sudeste,35,São Paulo,3501103,Alto Alegre,350110305,Alto Alegre,2888
3,Sudeste,35,São Paulo,3501103,Alto Alegre,350110310,Jatobá,664
3,Sudeste,35,São Paulo,3501103,Alto Alegre,350110315,São Martinho d'Oeste,289
3,Sudeste,35,São Paulo,3501152,Alumínio,350115205,Alumínio,17301
3,Sudeste,35,São Paulo,3501202,Álvares Florence,350120205,Álvares Florence,3519
3,Sudeste,35,São Paulo,3501202,Álvares Florence,350120210,Boa Vista dos Andradas,396
3,Sudeste,35,São Paulo,3501301,Álvares Machado,350130105,Álvares Machado,26434
3,Sudeste,35,São Paulo,3501301,Álvares Machado,350130110,Coronel Goulart,821
3,Sudeste,35,São Paulo,3501400,Álvaro de Carvalho,350140005,Álvaro de Carvalho,4808
3,Sudeste,35,São Paulo,3501509,Alvinlândia,350150905,Alvinlândia,2885
3,Sudeste,35,São Paulo,3501608,Americana,350160805,Americana,237240
3,Sudeste,35,São Paulo,3501707,Américo Brasiliense,350170705,Américo Brasiliense,33019
3,Sudeste,35,São Paulo,3501806,Américo de Campos,350180605,Américo de Campos,5870
3,Sudeste,35,São Paulo,3501905,Amparo,350190505,Amparo,54098
3,Sudeste,35,São Paulo,3501905,Amparo,350190510,Arcadas,11877
3,Sudeste,35,São Paulo,3501905,Amparo,350190515,Três Pontes,2033
3,Sudeste,35,São Paulo,3502002,Analândia,350200205,Analândia,4589
3,Sudeste,35,São Paulo,3502101,Andradina,350210105,Andradina,59783
3,Sudeste,35,São Paulo,3502200,Angatuba,350220005,Angatuba,20191
3,Sudeste,35,São Paulo,3502200,Angatuba,350220008,Bom Retiro da Esperança,3831
3,Sudeste,35,São Paulo,3502309,Anhembi,350230905,Anhembi,4177
3,Sudeste,35,São Paulo,3502309,Anhembi,350230910,Pirambóia,1497
3,Sudeste,35,São Paulo,3502408,Anhumas,350240805,Anhumas,4023
3,Sudeste,35,São Paulo,3502507,Aparecida,350250705,Aparecida,32569
3,Sudeste,35,São Paulo,3502606,Aparecida d'Oeste,350260605,Aparecida d'Oeste,4086
3,Sudeste,35,São Paulo,3502705,Apiaí,350270505,Apiaí,18327
3,Sudeste,35,São Paulo,3502705,Apiaí,350270510,Araçaíba,1475
3,Sudeste,35,São Paulo,3502705,Apiaí,350270525,Lageado de Araçaíba,3532
3,Sudeste,35,São Paulo,3502705,Apiaí,350270530,Palmitalzinho,1251
3,Sudeste,35,São Paulo,3502754,Araçariguama,350275405,Araçariguama,21522
3,Sudeste,35,São Paulo,3502804,Araçatuba,350280405,Araçatuba,200124
3,Sudeste,35,São Paulo,3502903,Araçoiaba da Serra,350290305,Araçoiaba da Serra,32443
3,Sudeste,35,São Paulo,3503000,Aramina,350300005,Aramina,5420
3,Sudeste,35,São Paulo,3503109,Arandu,350310905,Arandu,6885
3,Sudeste,35,São Paulo,3503158,Arapeí,350315805,Arapeí,2330
3,Sudeste,35,São Paulo,3503208,Araraquara,350320805,Araraquara,179590
3,Sudeste,35,São Paulo,3503208,Araraquara,350320810,Bueno de Andrada,1628
3,Sudeste,35,São Paulo,3503208,Araraquara,350320825,Vila Xavier,61010
3,Sudeste,35,São Paulo,3503307,Araras,350330705,Araras,130866
3,Sudeste,35,São Paulo,3503356,Arco-Íris,350335605,Arco-Íris,2044
3,Sudeste,35,São Paulo,3503406,Arealva,350340605,Arealva,6607
3,Sudeste,35,São Paulo,3503406,Arealva,350340610,Jacuba,1523
3,Sudeste,35,São Paulo,3503505,Areias,350350505,Areias,3577
3,Sudeste,35,São Paulo,3503604,Areiópolis,350360405,Areiópolis,10130
3,Sudeste,35,São Paulo,3503703,Ariranha,350370305,Ariranha,7602
3,Sudeste,35,São Paulo,3503802,Artur Nogueira,350380205,Artur Nogueira,51456
3,Sudeste,35,São Paulo,3503901,Arujá,350390105,Arujá,86678
3,Sudeste,35,São Paulo,3503950,Aspásia,350395005,Aspásia,1842
3,Sudeste,35,São Paulo,3504008,Assis,350400805,Assis,101409
3,Sudeste,35,São Paulo,3504107,Atibaia,350410705,Atibaia,158647
3,Sudeste,35,São Paulo,3504206,Auriflama,350420605,Auriflama,13692
3,Sudeste,35,São Paulo,3504305,Avaí,350430505,Avaí,4134
3,Sudeste,35,São Paulo,3504305,Avaí,350430510,Nogueira,349
3,Sudeste,35,São Paulo,3504404,Avanhandava,350440405,Avanhandava,11263
3,Sudeste,35,São Paulo,3504503,Avaré,350450305,Avaré,92805
3,Sudeste,35,São Paulo,3504602,Bady Bassitt,350460205,Bady Bassitt,27260
3,Sudeste,35,São Paulo,3504701,Balbinos,350470105,Balbinos,3887
3,Sudeste,35,São Paulo,3504800,Bálsamo,350480005,Bálsamo,9596
3,Sudeste,35,São Paulo,3504909,Bananal,350490905,Bananal,9969
3,Sudeste,35,São Paulo,3505005,Barão de Antonina,350500505,Barão de Antonina,3531
3,Sudeste,35,São Paulo,3505104,Barbosa,350510405,Barbosa,5640
3,Sudeste,35,São Paulo,3505203,Bariri,350520305,Bariri,31595
3,Sudeste,35,São Paulo,3505302,Barra Bonita,350530205,Barra Bonita,34346
3,Sudeste,35,São Paulo,3505351,Barra do Chapéu,350535105,Barra do Chapéu,5179
3,Sudeste,35,São Paulo,3505401,Barra do Turvo,350540105,Barra do Turvo,6876
3,Sudeste,35,São Paulo,3505500,Barretos,350550005,Barretos,120319
3,Sudeste,35,São Paulo,3505500,Barretos,350550010,Alberto Moreira,507
3,Sudeste,35,São Paulo,3505500,Barretos,350550015,Ibitu,1659
3,Sudeste,35,São Paulo,3505609,Barrinha,350560905,Barrinha,32092
3,Sudeste,35,São Paulo,3505708,Barueri,350570805,Barueri,165989
3,Sudeste,35,São Paulo,3505708,Barueri,350570810,Aldeia,56389
3,Sudeste,35,São Paulo,3505708,Barueri,350570815,Jardim Belval,35845
3,Sudeste,35,São Paulo,3505708,Barueri,350570820,Jardim Silveira,58250
3,Sudeste,35,São Paulo,3505807,Bastos,350580705,Bastos,21503
3,Sudeste,35,São Paulo,3505906,Batatais,350590605,Batatais,58402
3,Sudeste,35,São Paulo,3506003,Bauru,350600305,Bauru,377511
3,Sudeste,35,São Paulo,3506003,Bauru,350600310,Tibiriçá,1635
3,Sudeste,35,São Paulo,3506102,Bebedouro,350610205,Bebedouro,74426
3,Sudeste,35,São Paulo,3506102,Bebedouro,350610210,Botafogo,1438
3,Sudeste,35,São Paulo,3506102,Bebedouro,350610215,Turvínia,509
3,Sudeste,35,São Paulo,3506201,Bento de Abreu,350620105,Bento de Abreu,2606
3,Sudeste,35,São Paulo,3506300,Bernardino de Campos,350630005,Bernardino de Campos,11607
3,Sudeste,35,São Paulo,3506359,Bertioga,350635905,Bertioga,64188
3,Sudeste,35,São Paulo,3506409,Bilac,350640905,Bilac,7319
3,Sudeste,35,São Paulo,3506508,Birigui,350650805,Birigui,118979
3,Sudeste,35,São Paulo,3506607,Biritiba Mirim,350660705,Biritiba Mirim,29683
3,Sudeste,35,São Paulo,3506706,Boa Esperança do Sul,350670605,Boa Esperança do Sul,12978
3,Sudeste,35,São Paulo,3506805,Bocaina,350680505,Bocaina,11259
3,Sudeste,35,São Paulo,3506904,Bofete,350690405,Bofete,10050
3,Sudeste,35,São Paulo,3506904,Bofete,350690410,São Roque Novo,410
3,Sudeste,35,São Paulo,3507001,Boituva,350700105,Boituva,61081
3,Sudeste,35,São Paulo,3507100,Bom Jesus dos Perdões,350710005,Bom Jesus dos Perdões,22006
3,Sudeste,35,São Paulo,3507159,Bom Sucesso de Itararé,350715905,Bom Sucesso de Itararé,3555
3,Sudeste,35,São Paulo,3507209,Borá,350720905,Borá,907
3,Sudeste,35,São Paulo,3507308,Boracéia,350730805,Boracéia,4715
3,Sudeste,35,São Paulo,3507407,Borborema,350740705,Borborema,14226
3,Sudeste,35,São Paulo,3507456,Borebi,350745605,Borebi,2713
3,Sudeste,35,São Paulo,3507506,Botucatu,350750605,Botucatu,131137
3,Sudeste,35,São Paulo,3507506,Botucatu,350750610,Rubião Júnior,11204
3,Sudeste,35,São Paulo,3507506,Botucatu,350750615,Vitoriana,2814
3,Sudeste,35,São Paulo,3507605,Bragança Paulista,350760505,Bragança Paulista,176811
3,Sudeste,35,São Paulo,3507704,Braúna,350770405,Braúna,5356
3,Sudeste,35,São Paulo,3507753,Brejo Alegre,350775305,Brejo Alegre,2565
3,Sudeste,35,São Paulo,3507803,Brodowski,350780305,Brodowski,25201
3,Sudeste,35,São Paulo,3507902,Brotas,350790205,Brotas,23023
3,Sudeste,35,São Paulo,3507902,Brotas,350790210,São Sebastião da Serra,875
3,Sudeste,35,São Paulo,3508009,Buri,350800905,Buri,19484
3,Sudeste,35,São Paulo,3508009,Buri,350800910,Aracaçu,766
3,Sudeste,35,São Paulo,3508108,Buritama,350810805,Buritama,17210
3,Sudeste,35,São Paulo,3508207,Buritizal,350820705,Buritizal,4356
3,Sudeste,35,São Paulo,3508306,Cabrália Paulista,350830605,Cabrália Paulista,4299
3,Sudeste,35,São Paulo,3508405,Cabreúva,350840505,Cabreúva,8571
3,Sudeste,35,São Paulo,3508405,Cabreúva,350840510,Bom Fim do Bom Jesus,3966
3,Sudeste,35,São Paulo,3508405,Cabreúva,350840520,Jacaré,34474
3,Sudeste,35,São Paulo,3508504,Caçapava,350850405,Caçapava,96202
3,Sudeste,35,São Paulo,3508603,Cachoeira Paulista,350860305,Cachoeira Paulista,31564
3,Sudeste,35,São Paulo,3508702,Caconde,350870205,Caconde,15373
3,Sudeste,35,São Paulo,3508702,Caconde,350870210,Barrânia,1728
3,Sudeste,35,São Paulo,3508801,Cafelândia,350880105,Cafelândia,14426
3,Sudeste,35,São Paulo,3508801,Cafelândia,350880110,Bacuriti,999
3,Sudeste,35,São Paulo,3508801,Cafelândia,350880115,Cafesópolis,90
3,Sudeste,35,São Paulo,3508801,Cafelândia,350880120,Simões,1139
3,Sudeste,35,São Paulo,3508900,Caiabu,350890005,Caiabu,2850
3,Sudeste,35,São Paulo,3508900,Caiabu,350890010,Boa Esperança d'Oeste,205
3,Sudeste,35,São Paulo,3508900,Caiabu,350890015,Iubatinga,657
3,Sudeste,35,São Paulo,3509007,Caieiras,350900705,Caieiras,95032
3,Sudeste,35,São Paulo,3509106,Caiuá,350910605,Caiuá,5466
3,Sudeste,35,São Paulo,3509205,Cajamar,350920505,Cajamar,17602
3,Sudeste,35,São Paulo,3509205,Cajamar,350920510,Jordanésia,26408
3,Sudeste,35,São Paulo,3509205,Cajamar,350920515,Polvilho,48679
3,Sudeste,35,São Paulo,3509254,Cajati,350925405,Cajati,28515
3,Sudeste,35,São Paulo,3509304,Cajobi,350930405,Cajobi,8143
3,Sudeste,35,São Paulo,3509304,Cajobi,350930415,Monte Verde Paulista,990
3,Sudeste,35,São Paulo,3509403,Cajuru,350940305,Cajuru,23830
3,Sudeste,35,São Paulo,3509452,Campina do Monte Alegre,350945205,Campina do Monte Alegre,5503
3,Sudeste,35,São Paulo,3509452,Campina do Monte Alegre,350945215,Salto,451
3,Sudeste,35,São Paulo,3509502,Campinas,350950205,Campinas,774307
3,Sudeste,35,São Paulo,3509502,Campinas,350950210,Barão Geraldo,58822
3,Sudeste,35,São Paulo,3509502,Campinas,350950215,Joaquim Egídio,1332
3,Sudeste,35,São Paulo,3509502,Campinas,350950220,Nova Aparecida,37384
3,Sudeste,35,São Paulo,3509502,Campinas,350950225,Souzas,17565
3,Sudeste,35,São Paulo,3509502,Campinas,350950230,Ouro Verde,124593
3,Sudeste,35,São Paulo,3509502,Campinas,350950235,Campo Grande,125044
3,Sudeste,35,São Paulo,3509601,Campo Limpo Paulista,350960105,Campo Limpo Paulista,62833
3,Sudeste,35,São Paulo,3509601,Campo Limpo Paulista,350960108,Botujuru,14799
3,Sudeste,35,São Paulo,3509700,Campos do Jordão,350970005,Campos do Jordão,46974
3,Sudeste,35,São Paulo,3509809,Campos Novos Paulista,350980905,Campos Novos Paulista,4888
3,Sudeste,35,São Paulo,3509908,Cananéia,350990805,Cananéia,11667
3,Sudeste,35,São Paulo,3509908,Cananéia,350990810,Ariri,622
3,Sudeste,35,São Paulo,3509957,Canas,350995705,Canas,4931
3,Sudeste,35,São Paulo,3510005,Cândido Mota,351000505,Cândido Mota,26919
3,Sudeste,35,São Paulo,3510005,Cândido Mota,351000510,Frutal do Campo,1286
3,Sudeste,35,São Paulo,3510005,Cândido Mota,351000515,Nova Alexandria,769
3,Sudeste,35,São Paulo,3510005,Cândido Mota,351000520,Santo Antônio do Paranapanema,475
3,Sudeste,35,São Paulo,3510104,Cândido Rodrigues,351010405,Cândido Rodrigues,2889
3,Sudeste,35,São Paulo,3510153,Canitar,351015305,Canitar,6283
3,Sudeste,35,São Paulo,3510203,Capão Bonito,351020305,Capão Bonito,45839
3,Sudeste,35,São Paulo,3510203,Capão Bonito,351020308,Apiaí-Mirim,498
3,Sudeste,35,São Paulo,3510302,Capela do Alto,351030205,Capela do Alto,18349
3,Sudeste,35,São Paulo,3510302,Capela do Alto,351030220,Porto,4517
3,Sudeste,35,São Paulo,3510401,Capivari,351040105,Capivari,50068
3,Sudeste,35,São Paulo,3510500,Caraguatatuba,351050005,Caraguatatuba,66906
3,Sudeste,35,São Paulo,3510500,Caraguatatuba,351050010,Porto Novo,67967
3,Sudeste,35,São Paulo,3510609,Carapicuíba,351060905,Carapicuíba,226937
3,Sudeste,35,São Paulo,3510609,Carapicuíba,351060910,Aldeia de Carapicuíba,40966
3,Sudeste,35,São Paulo,3510609,Carapicuíba,351060930,Vila Dirce,119081
3,Sudeste,35,São Paulo,3510708,Cardoso,351070805,Cardoso,10430
3,Sudeste,35,São Paulo,3510708,Cardoso,351070810,São João do Marinheiro,915
3,Sudeste,35,São Paulo,3510807,Casa Branca,351080705,Casa Branca,25693
3,Sudeste,35,São Paulo,3510807,Casa Branca,351080710,Lagoa Branca,1320
3,Sudeste,35,São Paulo,3510807,Casa Branca,351080715,Venda Branca,1070
3,Sudeste,35,São Paulo,3510906,Cássia dos Coqueiros,351090605,Cássia dos Coqueiros,2799
3,Sudeste,35,São Paulo,3511003,Castilho,351100305,Castilho,19977
3,Sudeste,35,São Paulo,3511102,Catanduva,351110205,Catanduva,115791
3,Sudeste,35,São Paulo,3511201,Catiguá,351120105,Catiguá,7003
3,Sudeste,35,São Paulo,3511300,Cedral,351130005,Cedral,12618
3,Sudeste,35,São Paulo,3511409,Cerqueira César,351140905,Cerqueira César,21469
3,Sudeste,35,São Paulo,3511508,Cerquilho,351150805,Cerquilho,44695
3,Sudeste,35,São Paulo,3511607,Cesário Lange,351160705,Cesário Lange,15959
3,Sudeste,35,São Paulo,3511607,Cesário Lange,351160720,Fazenda Velha,3089
3,Sudeste,35,São Paulo,3511706,Charqueada,351170605,Charqueada,10867
3,Sudeste,35,São Paulo,3511706,Charqueada,351170610,Paraisolândia,4668
3,Sudeste,35,São Paulo,3511904,Clementina,351190405,Clementina,6772
3,Sudeste,35,São Paulo,3511904,Clementina,351190410,Lauro Penteado,210
3,Sudeste,35,São Paulo,3512001,Colina,351200105,Colina,18486
3,Sudeste,35,São Paulo,3512100,Colômbia,351210005,Colômbia,6629
3,Sudeste,35,São Paulo,3512209,Conchal,351220905,Conchal,27088
3,Sudeste,35,São Paulo,3512209,Conchal,351220910,Tujuguaba,1013
3,Sudeste,35,São Paulo,3512308,Conchas,351230805,Conchas,14640
3,Sudeste,35,São Paulo,3512308,Conchas,351230810,Juquiratiba,592
3,Sudeste,35,São Paulo,3512407,Cordeirópolis,351240705,Cordeirópolis,24514
3,Sudeste,35,São Paulo,3512506,Coroados,351250605,Coroados,5400
3,Sudeste,35,São Paulo,3512605,Coronel Macedo,351260505,Coronel Macedo,4280
3,Sudeste,35,São Paulo,3512704,Corumbataí,351270405,Corumbataí,4195
3,Sudeste,35,São Paulo,3512803,Cosmópolis,351280305,Cosmópolis,59773
3,Sudeste,35,São Paulo,3512902,Cosmorama,351290205,Cosmorama,8719
3,Sudeste,35,São Paulo,3513009,Cotia,351300905,Cotia,226319
3,Sudeste,35,São Paulo,3513009,Cotia,351300910,Caucaia do Alto,48094
3,Sudeste,35,São Paulo,3513108,Cravinhos,351310805,Cravinhos,33281
3,Sudeste,35,São Paulo,3513207,Cristais Paulista,351320705,Cristais Paulista,9272
3,Sudeste,35,São Paulo,3513306,Cruzália,351330605,Cruzália,2108
3,Sudeste,35,São Paulo,3513405,Cruzeiro,351340505,Cruzeiro,74961
3,Sudeste,35,São Paulo,3513504,Cubatão,351350405,Cubatão,112476
3,Sudeste,35,São Paulo,3513603,Cunha,351360305,Cunha,18788
3,Sudeste,35,São Paulo,3513603,Cunha,351360310,Campos de Cunha,3322
3,Sudeste,35,São Paulo,3513702,Descalvado,351370205,Descalvado,31756
3,Sudeste,35,São Paulo,3513801,Diadema,351380105,Diadema,393237
3,Sudeste,35,São Paulo,3513850,Dirce Reis,351385005,Dirce Reis,1620
3,Sudeste,35,São Paulo,3513900,Divinolândia,351390005,Divinolândia,9562
3,Sudeste,35,São Paulo,3513900,Divinolândia,351390010,Campestrinho,1596
3,Sudeste,35,São Paulo,3514007,Dobrada,351400705,Dobrada,8759
3,Sudeste,35,São Paulo,3514106,Dois Córregos,351410605,Dois Córregos,23347
3,Sudeste,35,São Paulo,3514106,Dois Córregos,351410610,Guarapuã,1163
3,Sudeste,35,São Paulo,3514205,Dolcinópolis,351420505,Dolcinópolis,2207
3,Sudeste,35,São Paulo,3514304,Dourado,351430405,Dourado,8096
3,Sudeste,35,São Paulo,3514403,Dracena,351440305,Dracena,43023
3,Sudeste,35,São Paulo,3514403,Dracena,351440310,Jaciporã,737
3,Sudeste,35,São Paulo,3514403,Dracena,351440315,Jamaica,1714
3,Sudeste,35,São Paulo,3514502,Duartina,351450205,Duartina,12328
3,Sudeste,35,São Paulo,3514601,Dumont,351460105,Dumont,9471
3,Sudeste,35,São Paulo,3514700,Echaporã,351470005,Echaporã,6205
3,Sudeste,35,São Paulo,3514809,Eldorado,351480905,Eldorado,8804
3,Sudeste,35,São Paulo,3514809,Eldorado,351480910,Braço,1174
3,Sudeste,35,São Paulo,3514809,Eldorado,351480915,Itapeúna,3091
3,Sudeste,35,São Paulo,3514908,Elias Fausto,351490805,Elias Fausto,13849
3,Sudeste,35,São Paulo,3514908,Elias Fausto,351490810,Cardeal,3850
3,Sudeste,35,São Paulo,3514924,Elisiário,351492405,Elisiário,3138
3,Sudeste,35,São Paulo,3514957,Embaúba,351495705,Embaúba,2323
3,Sudeste,35,São Paulo,3515004,Embu das Artes,351500405,Embu das Artes,250691
3,Sudeste,35,São Paulo,3515103,Embu-Guaçu,351510305,Embu-Guaçu,45767
3,Sudeste,35,São Paulo,3515103,Embu-Guaçu,351510310,Cipó-Guaçu,21203
3,Sudeste,35,São Paulo,3515129,Emilianópolis,351512905,Emilianópolis,3014
3,Sudeste,35,São Paulo,3515152,Engenheiro Coelho,351515205,Engenheiro Coelho,19566
3,Sudeste,35,São Paulo,3515186,Espírito Santo do Pinhal,351518605,Espírito Santo do Pinhal,39816
3,Sudeste,35,São Paulo,3515194,Espírito Santo do Turvo,351519405,Espírito Santo do Turvo,4157
3,Sudeste,35,São Paulo,3515202,Estrela d'Oeste,351520205,Estrela d'Oeste,9417
3,Sudeste,35,São Paulo,3515301,Estrela do Norte,351530105,Estrela do Norte,2703
3,Sudeste,35,São Paulo,3515350,Euclides da Cunha Paulista,351535005,Euclides da Cunha Paulista,7924
3,Sudeste,35,São Paulo,3515400,Fartura,351540005,Fartura,16641
3,Sudeste,35,São Paulo,3515509,Fernandópolis,351550905,Fernandópolis,70349
3,Sudeste,35,São Paulo,3515509,Fernandópolis,351550910,Brasitânia,837
3,Sudeste,35,São Paulo,3515608,Fernando Prestes,351560805,Fernando Prestes,4544
3,Sudeste,35,São Paulo,3515608,Fernando Prestes,351560810,Agulha,1398
3,Sudeste,35,São Paulo,3515657,Fernão,351565705,Fernão,1656
3,Sudeste,35,São Paulo,3515707,Ferraz de Vasconcelos,351570705,Ferraz de Vasconcelos,133938
3,Sudeste,35,São Paulo,3515707,Ferraz de Vasconcelos,351570710,Santa Margarida Paulista,26460
3,Sudeste,35,São Paulo,3515707,Ferraz de Vasconcelos,351570715,Santo Antônio Paulista,18800
3,Sudeste,35,São Paulo,3515806,Flora Rica,351580605,Flora Rica,1487
3,Sudeste,35,São Paulo,3515905,Floreal,351590505,Floreal,2733
3,Sudeste,35,São Paulo,3516002,Flórida Paulista,351600205,Flórida Paulista,11685
3,Sudeste,35,São Paulo,3516002,Flórida Paulista,351600210,Atlântida,423
3,Sudeste,35,São Paulo,3516002,Flórida Paulista,351600215,Indaiá do Aguapeí,850
3,Sudeste,35,São Paulo,3516101,Florínea,351610105,Florínea,3851
3,Sudeste,35,São Paulo,3516200,Franca,351620005,Franca,352536
3,Sudeste,35,São Paulo,3516309,Francisco Morato,351630905,Francisco Morato,165139
3,Sudeste,35,São Paulo,3516408,Franco da Rocha,351640805,Franco da Rocha,144849
3,Sudeste,35,São Paulo,3516507,Gabriel Monteiro,351650705,Gabriel Monteiro,2763
3,Sudeste,35,São Paulo,3516606,Gália,351660605,Gália,6380
3,Sudeste,35,São Paulo,3516705,Garça,351670505,Garça,40205
3,Sudeste,35,São Paulo,3516705,Garça,351670510,Jafa,1905
3,Sudeste,35,São Paulo,3516804,Gastão Vidigal,351680405,Gastão Vidigal,3252
3,Sudeste,35,São Paulo,3516853,Gavião Peixoto,351685305,Gavião Peixoto,4702
3,Sudeste,35,São Paulo,3516903,General Salgado,351690305,General Salgado,9686
3,Sudeste,35,São Paulo,3516903,General Salgado,351690313,Prudêncio e Moraes,626
3,Sudeste,35,São Paulo,3517000,Getulina,351700005,Getulina,9119
3,Sudeste,35,São Paulo,3517000,Getulina,351700010,Macucos,988
3,Sudeste,35,São Paulo,3517000,Getulina,351700015,Santa América,125
3,Sudeste,35,São Paulo,3517109,Glicério,351710905,Glicério,3251
3,Sudeste,35,São Paulo,3517109,Glicério,351710910,Juritis,887
3,Sudeste,35,São Paulo,3517208,Guaiçara,351720805,Guaiçara,11239
3,Sudeste,35,São Paulo,3517307,Guaimbê,351730705,Guaimbê,5381
3,Sudeste,35,São Paulo,3517307,Guaimbê,351730710,Fátima,131
3,Sudeste,35,São Paulo,3517406,Guaíra,351740605,Guaíra,39279
3,Sudeste,35,São Paulo,3517505,Guapiaçu,351750505,Guapiaçu,21711
3,Sudeste,35,São Paulo,3517604,Guapiara,351760405,Guapiara,17071
3,Sudeste,35,São Paulo,3517703,Guará,351770305,Guará,18038
3,Sudeste,35,São Paulo,3517703,Guará,351770310,Pioneiros,568
3,Sudeste,35,São Paulo,3517802,Guaraçaí,351780205,Guaraçaí,7441
3,Sudeste,35,São Paulo,3517901,Guaraci,351790105,Guaraci,10350
3,Sudeste,35,São Paulo,3518008,Guarani d'Oeste,351800805,Guarani d'Oeste,1968
3,Sudeste,35,São Paulo,3518107,Guarantã,351810705,Guarantã,6427
3,Sudeste,35,São Paulo,3518206,Guararapes,351820605,Guararapes,30953
3,Sudeste,35,São Paulo,3518206,Guararapes,351820610,Ribeiro do Vale,90
3,Sudeste,35,São Paulo,3518305,Guararema,351830505,Guararema,31236
3,Sudeste,35,São Paulo,3518404,Guaratinguetá,351840405,Guaratinguetá,118044
3,Sudeste,35,São Paulo,3518503,Guareí,351850305,Guareí,15013
3,Sudeste,35,São Paulo,3518602,Guariba,351860205,Guariba,37498
3,Sudeste,35,São Paulo,3518701,Guarujá,351870105,Guarujá,145937
3,Sudeste,35,São Paulo,3518701,Guarujá,351870110,Vicente de Carvalho,141697
3,Sudeste,35,São Paulo,3518800,Guarulhos,351880005,Guarulhos,826262
3,Sudeste,35,São Paulo,3518800,Guarulhos,351880010,Jardim Presidente Dutra,465509
3,Sudeste,35,São Paulo,3518859,Guatapará,351885905,Guatapará,7320
